goal,status,structured_revision_count,goal_archive_count,report_count,ad_hoc_review_count,primary_structured_revision,primary_goal_archive,sample_report,sample_ad_hoc_review
66,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_66_vulkan_correctness_closure.md,docs/reports/goal66_vulkan_correctness_closure_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal66-vulkan-correctness-closure.md
67,goal_doc_archive_only,0,1,4,3,,docs/history/goals/archive/goal_67_vulkan_and_doc_repair.md,docs/reports/goal67_vulkan_doc_repair_plan_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal67-doc-repair.md
68,goal_doc_archive_only,0,1,2,0,,docs/history/goals/archive/goal_68_vulkan_scalability_design.md,docs/reports/goal68_vulkan_scalability_design_options_2026-04-04.md,
69,goal_doc_archive_only,0,1,5,12,,docs/history/goals/archive/goal_69_pip_performance_repair.md,docs/reports/goal69_final_measured_artifact_note_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal69-final-package.md
70,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_70_optix_beats_postgis.md,docs/reports/goal70_optix_beats_postgis_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal70-final-package.md
71,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_71_embree_beats_postgis.md,docs/reports/goal71_embree_beats_postgis_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal71-final-package.md
72,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_72_vulkan_long_county_prepared_exec.md,docs/reports/goal72_vulkan_long_county_prepared_exec_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal72-final-package.md
73,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_73_linux_test_closure.md,docs/reports/goal73_linux_test_closure_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal73-final-package.md
74,goal_doc_archive_only,0,1,1,4,,docs/history/goals/archive/goal_74_three_ai_post_goal73_audit.md,docs/reports/goal74_three_ai_post_goal73_audit_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal74-final-package.md
75,goal_doc_archive_only,0,1,2,8,,docs/history/goals/archive/goal_75_oracle_trust_envelope.md,docs/reports/goal75_oracle_trust_envelope_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal75-final-package.md
76,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_76_runtime_prepared_cache.md,docs/reports/goal76_runtime_prepared_cache_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal76-runtime-prepared-cache.md
77,goal_doc_archive_only,0,1,3,10,,docs/history/goals/archive/goal_77_runtime_cache_measurement.md,docs/reports/goal77_runtime_cache_measurement_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal77-runtime-cache-measurement-rerun.md
78,goal_doc_archive_only,0,1,7,8,,docs/history/goals/archive/goal_78_vulkan_positive_hit_sparse_redesign.md,docs/reports/goal78_claude_plan_brief_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-plan-goal78-vulkan-positive-hit-sparse-redesign-inline.md
79,goal_doc_archive_only,0,1,2,5,,docs/history/goals/archive/goal_79_linux_performance_reproduction_matrix.md,docs/reports/goal79_linux_performance_reproduction_matrix_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal79-linux-performance-reproduction-matrix.md
80,goal_doc_archive_only,0,1,2,4,,docs/history/goals/archive/goal_80_long_end_to_end_runtime_cache_win.md,docs/reports/goal80_long_end_to_end_runtime_cache_win_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal80-long-end-to-end-runtime-cache-win.md
81,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_81_optix_long_exact_raw_input_win.md,docs/reports/goal81_optix_long_exact_raw_input_win_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal81-optix-long-exact-raw-input-win.md
82,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_82_optix_pre_embree_audit.md,docs/reports/goal82_optix_pre_embree_audit_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal82-optix-pre-embree-audit.md
83,goal_doc_archive_only,0,1,3,8,,docs/history/goals/archive/goal_83_embree_long_exact_source_repair.md,docs/reports/goal83_embree_long_exact_source_diagnosis_and_proposal_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-claude-review-goal83-diagnosis-and-proposal-rerun.md
84,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_84_exact_source_long_backend_summary.md,docs/reports/goal84_exact_source_long_backend_summary_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal84-exact-source-long-backend-summary.md
85,goal_doc_archive_only,0,1,1,5,,docs/history/goals/archive/goal_85_vulkan_hardware_validation_and_measurement.md,docs/reports/goal85_vulkan_hardware_validation_and_measurement_2026-04-04.md,history/ad_hoc_reviews/2026-04-04-codex-consensus-goal85-86-final-package.md
86,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_86_backend_comparison_closure.md,docs/reports/goal86_backend_comparison_closure_2026-04-04.md,
87,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_87_vulkan_long_exact_source_unblocked.md,docs/reports/goal87_vulkan_long_exact_source_unblocked_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal87-vulkan-long-exact-source-unblocked.md
88,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_88_vulkan_long_exact_raw_input_measurement.md,docs/reports/goal88_vulkan_long_exact_raw_input_measurement_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal88-89-package.md
89,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_89_backend_comparison_refresh.md,docs/reports/goal89_backend_comparison_refresh_2026-04-05.md,
90,goal_doc_archive_only,0,1,3,5,,docs/history/goals/archive/goal_90_code_review_and_process_audit.md,docs/reports/goal90_code_review_and_process_audit_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal90-milestone-audit.md
91,goal_doc_archive_only,0,1,3,0,,docs/history/goals/archive/goal_91_test_expansion_for_rayjoin_reproduction.md,docs/reports/goal91_test_expansion_for_rayjoin_reproduction_2026-04-05.md,
92,goal_doc_archive_only,0,1,3,0,,docs/history/goals/archive/goal_92_architecture_api_and_performance_docs.md,docs/reports/goal92_architecture_api_and_performance_docs_2026-04-05.md,
93,goal_doc_archive_only,0,1,4,5,,docs/history/goals/archive/goal_93_rayjoin_reproduction_release_matrix.md,docs/reports/goal93_rayjoin_reproduction_release_matrix_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal93-95-release-package.md
94,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_94_v0_1_release_validation.md,docs/reports/goal94_v0_1_release_validation_plan_2026-04-05.md,
95,goal_doc_archive_only,0,1,3,0,,docs/history/goals/archive/goal_95_v0_1_release_docs.md,docs/reports/goal95_v0_1_release_docs_2026-04-05.md,
96,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_96_v0_1_release_audit.md,docs/reports/goal96_v0_1_release_audit_plan_2026-04-05.md,
97,goal_doc_archive_only,0,1,3,6,,docs/history/goals/archive/goal_97_ray_hit_sorting_kernel.md,docs/reports/goal97_ray_hit_sorting_kernel_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal97-final-package.md
98,goal_doc_archive_only,0,1,4,7,,docs/history/goals/archive/goal_98_optix_release_regression_repair.md,docs/reports/goal98_optix_release_regression_code_package_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal98-diagnosis-and-proposal.md
99,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_99_optix_cold_prepared_run1_win.md,docs/reports/goal99_optix_cold_prepared_run1_win_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal99-final-package.md
100,goal_doc_archive_only,0,1,1,5,,docs/history/goals/archive/goal_100_release_validation_rerun.md,docs/reports/goal100_release_validation_rerun_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal100-final-package-rerun.md
101,goal_doc_archive_only,0,1,1,5,,docs/history/goals/archive/goal_101_hello_world_all_backend_validation.md,docs/reports/goal101_hello_world_all_backend_validation_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal101-final-package-rerun.md
102,goal_doc_archive_only,0,1,3,5,,docs/history/goals/archive/goal_102_full_honest_rayjoin_reproduction.md,docs/reports/goal102_full_honest_rayjoin_reproduction_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-claude-review-goal102-matrix-audit.md
103,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_103_full_honest_rayjoin_reproduction_vulkan.md,docs/reports/goal103_full_honest_rayjoin_reproduction_vulkan_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal103-final-package.md
104,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_104_rayjoin_reproduction_performance_report.md,docs/reports/goal104_rayjoin_reproduction_performance_report_2026-04-05.md,
105,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_105_final_release_audit.md,docs/reports/goal105_final_release_audit_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal105-final-release-audit.md
106,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_106_repo_wide_review_and_audit.md,docs/reports/goal106_final_done_report_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal106-repo-wide-audit.md
107,goal_doc_archive_only,0,1,4,3,,docs/history/goals/archive/goal_107_v0_2_roadmap_planning.md,docs/reports/goal107_123_package_review_claude_2026-04-06.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal107-v0_2-roadmap.md
108,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_108_v0_2_workload_scope_charter.md,docs/reports/goal108_v0_2_workload_scope_charter_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal108-v0_2-workload-scope-charter.md
109,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_109_archive_v0_1_baseline.md,docs/reports/goal109_archive_v0_1_baseline_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal109-archive-v0_1-baseline.md
110,goal_doc_archive_only,0,1,6,15,,docs/history/goals/archive/goal_110_v0_2_segment_polygon_hitcount_closure.md,docs/reports/goal110_segment_polygon_hitcount_closure_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-chandrasekhar-review-goal110-closure-progress.md
111,goal_doc_archive_only,0,1,2,6,,docs/history/goals/archive/goal_111_v0_2_generate_only_mvp.md,docs/reports/goal111_v0_2_generate_only_mvp_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-chandrasekhar-review-goal111-final-package.md
112,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_112_segment_polygon_performance_maturation.md,docs/reports/goal112_segment_polygon_performance_maturation_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-chandrasekhar-review-goal112-final-package.md
113,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_113_generate_only_maturation.md,docs/reports/goal113_generate_only_maturation_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-chandrasekhar-review-goal113-final-package.md
114,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_114_segment_polygon_postgis_large_scale_validation.md,docs/reports/goal114_segment_polygon_postgis_large_scale_validation_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-codex-consensus-goal114-final-package.md
115,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_115_segment_polygon_feature_productization.md,docs/reports/goal115_segment_polygon_feature_productization_2026-04-05.md,history/ad_hoc_reviews/2026-04-05-chandrasekhar-review-goal115-final-package.md
116,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_116_segment_polygon_full_backend_audit.md,docs/reports/goal116_segment_polygon_full_backend_audit_2026-04-06.md,
117,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_117_v0_2_feature_usage_surface.md,docs/reports/goal117_v0_2_feature_usage_surface_2026-04-06.md,
118,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_118_segment_polygon_linux_large_perf.md,docs/reports/goal118_segment_polygon_linux_large_perf_2026-04-06.md,
119,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_119_segment_polygon_native_maturity_redesign.md,docs/reports/goal119_segment_polygon_native_maturity_redesign_2026-04-06.md,
120,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_120_optix_segment_polygon_native_promotion.md,docs/reports/goal120_optix_segment_polygon_native_promotion_2026-04-06.md,
121,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_121_segment_polygon_bbox_prefilter.md,docs/reports/goal121_segment_polygon_bbox_prefilter_2026-04-06.md,
122,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_122_segment_polygon_candidate_index_redesign.md,docs/reports/goal122_segment_polygon_candidate_index_redesign_2026-04-06.md,
123,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_123_optix_candidate_index_alignment.md,docs/reports/goal123_optix_candidate_index_alignment_2026-04-06.md,
124,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_124_v0_2_review_backfill_and_status.md,docs/reports/goal124_v0_2_review_backfill_and_status_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-codex-consensus-goal124-v0_2-review-backfill-and-status.md
125,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_125_v0_2_internal_backfill_and_external_review_packet.md,docs/reports/goal125_v0_2_internal_backfill_and_external_review_packet_2026-04-06.md,
126,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_126_second_workload_family_selection.md,docs/reports/goal126_second_workload_family_selection_2026-04-06.md,
127,goal_doc_archive_only,0,1,1,2,,docs/history/goals/archive/goal_127_second_workload_family_anyhit_rows_closure.md,docs/reports/goal127_second_workload_family_anyhit_rows_closure_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal127-second-workload-family-anyhit-rows.md
128,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_128_second_workload_family_postgis_and_linux_perf.md,docs/reports/goal128_second_workload_family_postgis_and_linux_perf_2026-04-06.md,
129,goal_doc_archive_only,0,1,1,3,,docs/history/goals/archive/goal_129_generate_only_second_workload_expansion.md,docs/reports/goal129_generate_only_second_workload_expansion_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal129-generate-only-second-workload.md
130,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_130_v0_2_test_plan_and_execution.md,docs/reports/goal130_external_review_claude_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal130-v0_2-test-plan-and-execution.md
131,goal_doc_archive_only,0,1,1,2,,docs/history/goals/archive/goal_131_v0_2_linux_stress_audit.md,docs/reports/goal131_v0_2_linux_stress_audit_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal131-v0_2-linux-stress-audit.md
132,goal_doc_archive_only,0,1,2,0,,docs/history/goals/archive/goal_132_v0_2_user_doc_refresh.md,docs/reports/goal132_gemini_v0_2_doc_draft_raw_2026-04-06.md,
133,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_133_current_feature_execution_report.md,docs/reports/goal133_current_feature_execution_report_2026-04-06.md,
134,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_134_v0_2_process_audit_so_far.md,docs/reports/goal134_gemini_v0_2_process_audit_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-codex-consensus-goal134-v0_2-process-audit.md
135,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_135_system_midterm_check.md,docs/reports/goal135_external_review_claude_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal135-system-midterm-check.md
136,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_136_jaccard_similarity_evaluation.md,docs/reports/goal136_external_review_claude_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-claude-review-goal136-jaccard-evaluation.md
137,goal_doc_archive_only,0,1,3,0,,docs/history/goals/archive/goal_137_jaccard_workload_charter.md,docs/reports/goal137_138_external_review_gemini_2026-04-06.md,
138,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_138_polygon_pair_overlap_area_rows_closure.md,docs/reports/goal138_polygon_pair_overlap_area_rows_closure_2026-04-06.md,
139,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_139_public_pathology_data_acquisition_and_conversion.md,docs/reports/goal139_public_pathology_data_acquisition_and_conversion_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-codex-consensus-goal139-public-pathology-data.md
140,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_140_polygon_set_jaccard_closure.md,docs/reports/goal140_polygon_set_jaccard_closure_2026-04-06.md,history/ad_hoc_reviews/2026-04-06-codex-consensus-goal140-polygon-set-jaccard.md
141,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_141_public_jaccard_linux_audit.md,docs/reports/goal141_public_jaccard_linux_audit_2026-04-06.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal141-public-jaccard-audit.md
142,goal_doc_archive_only,0,1,2,3,,docs/history/goals/archive/goal_142_jaccard_docs_and_generate_only.md,docs/reports/goal142_jaccard_docs_and_generate_only_2026-04-06.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal142-jaccard-docs-and-generate-only.md
143,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_143_feature_home_documentation.md,docs/reports/goal143_feature_home_documentation_2026-04-07.md,
144,goal_doc_archive_only,0,1,1,0,,docs/history/goals/archive/goal_144_project_memory_bootstrap.md,docs/reports/goal144_project_memory_bootstrap_2026-04-07.md,
145,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_145_v0_2_consensus_audit.md,docs/reports/goal145_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal145-v0_2-consensus-audit.md
146,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_146_jaccard_linux_multi_backend_stress.md,docs/reports/goal146_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal146-jaccard-linux-stress.md
147,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_147_comprehensive_doc_review.md,docs/reports/goal147_comprehensive_doc_review_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal147-comprehensive-doc-review.md
148,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_148_v0_2_scope_status_package.md,docs/reports/goal148_scope_decision_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal148-v0_2-scope-decision.md
149,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_149_front_door_and_example_consistency_freeze.md,docs/reports/goal149_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal149-front-door-example-freeze.md
150,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_150_v0_2_release_readiness_and_stability.md,docs/reports/goal150_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal150-release-readiness.md
151,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_151_final_front_door_status_freeze.md,docs/reports/goal151_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal151-front-door-status-freeze.md
152,goal_doc_archive_only,0,1,3,3,,docs/history/goals/archive/goal_152_v0_2_release_statement_and_support_matrix.md,docs/reports/goal152_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal152-release-statement-and-support-matrix.md
153,goal_doc_archive_only,0,1,3,4,,docs/history/goals/archive/goal_153_backend_loader_robustness.md,docs/reports/goal153_backend_loader_robustness_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal153-backend-loader-robustness.md
154,goal_doc_archive_only,0,1,4,2,,docs/history/goals/archive/goal_154_final_release_audit_and_tag_preparation.md,docs/reports/goal154_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal154-final-release-audit-and-tag-preparation.md
155,goal_doc_archive_only,0,1,3,2,,docs/history/goals/archive/goal_155_optix_linux_sdk_path_robustness.md,docs/reports/goal155_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal155-optix-linux-sdk-path-robustness.md
156,goal_doc_archive_only,0,1,4,3,,docs/history/goals/archive/goal_156_v0_2_release_refresh_after_optix_robustness.md,docs/reports/goal156_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-claude-review-goal156-v0_2-release-refresh-after-optix-robustness.md
157,goal_doc_archive_only,0,1,5,2,,docs/history/goals/archive/goal_157_fresh_clone_external_agent_acceptance.md,docs/reports/goal157_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal157-fresh-clone-external-agent-acceptance.md
158,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_158_rtdl_plus_python_demo_docs.md,docs/reports/goal158_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal158-rtdl-plus-python-demo-docs.md
159,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_159_v0_2_front_surface_consensus.md,docs/reports/goal159_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal159-v0_2-front-surface-consensus.md
160,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_160_full_project_level_audit.md,docs/reports/goal160_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal160-full-project-level-audit.md
161,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_161_v0_3_visual_demo_charter.md,docs/reports/goal161_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal161-v0_3-visual-demo-charter.md
162,no_direct_goal_id_artifact_found,0,0,0,0,,,,
163,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_163_optix_correctness_reaudit.md,docs/reports/goal163_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal163-optix-correctness-reaudit.md
164,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_164_spinning_ball_3d_backend_closure.md,docs/reports/goal164_external_review_claude_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal164-spinning-ball-3d-backend-closure.md
165,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_165_spinning_ball_3d_optix_animation_variants.md,docs/reports/goal165_claude_review_2026-04-07.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal165-165-spinning-ball-3d-optix-animation-variants.md
166,goal_doc_archive_only,0,1,5,1,,docs/history/goals/archive/goal_166_windows_earthlike_10s_demo.md,docs/reports/goal166_current_progress_note_2026-04-07.md,history/ad_hoc_reviews/2026-04-07-codex-consensus-goal166-windows-earthlike-10s-demo.md
